a: ə; e
abalone: ,æbə'loni
riot: 'raɪət
riotous: 'raɪətəs
rip: rɪp
ripe: raɪp
ripen: 'raɪpən
ripple: 'rɪp(ə)l
rise: raɪz
risible: 'rɪzəbl
risk: rɪsk
risky: 'rɪski
rite: raɪt
ritual: 'rɪtʃʊəl
ritualize: 'rɪtʃuəlaɪz
rival: 'raɪvl
rivalry: 'raɪvlri
river: ˈrɪvə(r)
riverbank: 'rɪvɚbæŋk
riverbed: 'rɪvɚ,bɛd
rivet: 'rɪvɪt
road: rəud
roadbed: 'rod,bɛd
roadway: 'rodwe
roam: rəʊm
roar: rɔː
roast: rəʊst
rob: rɔb
robbery: 'rɑbəri
robe: rob
robin: 'rɑbɪn
robot: ˈrəubɔt
robotic: rəu'bɒtɪk
robust: rə(ʊ)'bʌst
rock: rɔk
rocket: 'rɑkɪt
rocky: 'rɑki
rod: rɑd
rodent: 'rodnt
rodeo: 'rodɪo
roe: ro
role: rəʊl
roll: rəʊl
roller: 'rəulə(r)
roman: 'romən
romance: rəu'mæns
romancer: rəu'mænsə
romanize: 'rəumənaiz
romantic: ro'mæntɪk
romantically: roʊmˈæntɪkəli
romanticism: ro'mæntə'sɪzəm
romanticize: rəu'mæntisaiz
rome: rəum
roof: ruf
rooftop: 'rʊf'tɑp
rook: rʊk
rookie: 'rʊki
room: rum
roost: rust
rooster: 'rustɚ
root: rut
rootless: 'rutləs
rope: rop
rose: rəuz
rosy: 'rozi
rot: rɒt
rotary: 'rotəri
rotate: rə(ʊ)'teɪt
rotation: ro'teʃən
rotational: ro'teʃənl
rote: rot
rotten: 'rɑtn
rough: rʌf
rougher: rˈʌfɚ
roughness: 'rʌfnɪs
round: raund
roundabout: 'raʊndəbaʊt
rouse: raʊz
route: ruːt;raut
routine: ruː'tiːn
routinely: rʊ'tinli
row: rəu
rowdy: 'raʊdi
royal: 'rɔɪəl
royalty: 'rɔɪəlti
rub: rʌb
rubber: ˈrʌbə(r)
rubbish: ˈrʌbiːʃ
rubble: 'rʌbl
ruby: 'rubi
ruddy: 'rʌdi
rude: ruːd
rudimentary: ˌruːdɪ'mentri
rue: ru
ruffle: 'rʌf(ə)l
rug: rʌɡ
rugby: 'rʌɡbi
rugged: 'rʌɡɪd
ruin: 'ruɪn
ruinous: 'ruːɪnəs
rule: ruːl
ruler: ˈruːlə(r)
ruling: 'rulɪŋ
rumble: 'rʌmbl
rumen: 'ruːmen
ruminant: 'ruːmɪnənt
ruminate: 'rumɪnet
rumor: 'rʊmɚ
rumour: 'ruːmə
run: rʌn
runner: ˈrʌnə(r)
running: 'rʌnɪŋ
runoff: 'rʌnɔf
runway: 'rʌnwe
rupture: 'rʌptʃə
rural: 'rʊər(ə)l
rush: rʌʃ
russia: ˈrʌʃə
russian: ˈrʌʃ(ə)n
rust: rʌst
rustic: 'rʌstɪk
rustle: 'rʌsl
rustproof: 'rʌstpruf
rut: rʌt
ruthless: 'ruːθlɪs
ruthlessly: 'ru:θlisli
rye: raɪ
sabotage: 'sæbətɑːʒ
sac: sæk
saccharine: 'sækəraɪn; -ɪn; -iːn
sack: sæk
sacred: 'seɪkrɪd
sacrifice: 'sækrɪfaɪs
sacrificial: ,sækrɪ'fɪʃl
sacrilege: 'sækrəlɪdʒ
sacrosanct: 'sækrosæŋkt
sad: sæd
sadden: 'sædn
saddle: 'sæd(ə)l
sadness: 'sædnəs
safe: seɪf
safeguard: 'seɪfgɑːd
safely: 'sefli
safety: ˈseɪftɪ
saffron: 'sæfrən
sagacious: sə'ɡeʃəs
sagacity: sə'gæsəti
sage: sedʒ
sago: 'seɡo
saguaro: sə'ɡwɑro
sahara: sə'hɑ:rə; -'heə-
sail: seɪl
sailfish: 'seilfiʃ
sailing: 'selɪŋ
sailor: 'selɚ
saint: sent
sake: seɪk
salacious: sə'leʃəs
salad: ˈsæləd
salal: sə'læl
salamander: 'sæləmændɚ
salary: 'sæləri
sale: seɪl
saleable: 'seləbl
salesgirl: ˈseɪlzɡɜːl
salesman: ˈseɪlzmən
salesperson: 'selzpɝsn
saleswoman: seɪlzwʊmən
salient: 'selɪənt
saline: 'seɪlaɪn
salinity: sə'lɪnəti
salinization: ,selɪnaɪ'zeʃən
salmon: 'sæmən
salmonberry: 'sæmənbɛri
salon: sə'lɑn
salt: sɔːlt, sɔlt
saltwater: 'sɔlt'wɔtɚ
salty: 'sɔlti
salubrious: sə'lubrɪəs
salutary: 'sæljə'tɛri
salutation: 'sæljʊ'teʃən
salutatory: sə'lju:tətəri
salute: sə'l(j)uːt
salvage: 'sælvɪdʒ
salvageable: 'sælvidʒəbl
salvation: sæl'veʃən
same: seɪm
sample: 'sɑːmpl
sanctimonious: ,sæŋktɪ'monɪəs
sanction: 'sæŋ(k)ʃ(ə)n
sanctuary: 'sæŋktʃuəri
sand: sænd
sandal: 'sændl
sandbar: 'sændbɑr
sandstone: 'sænd'ston
sandwich: ˈsænwɪdʒ
sandy: 'sændi
sane: sen
sanguine: 'sæŋɡwin
sanguineous: sæn'ɡwɪnɪəs
sanitary: 'sænɪt(ə)rɪ
sanitation: ˌsænɪ'teɪʃn
sanity: 'sænɪtɪ
sanskrit: 'sænskrit
sap: sæp
sapid: 'sæpɪd
sapiens: ˈsepiəns, -ɛnz
sapiential: ,sepɪ'ɛnʃəl
saponaceous: ,sæpəu'neiʃəs
sapphire: 'sæfaɪɚ
sarcasm: 'sɑːkæz(ə)m
sarcastic: sɑr'kæstɪk
sardine: ,sɑr'din
sardonic: sɑːrˈdɑːnɪk
sargeant: sˈɑrdʒənt
sash: sæʃ
sate: set
satellite: ˈsætəlaɪt
satiate: 'seʃɪet
satire: 'sætaɪɚ
satiric: sə'tɪrɪk
satirist: 'sætərɪst
satirize: 'sætə'raɪz
satisfaction: sætɪsˈfækʃ(ə)n
satisfactorily: ˌsætɪs'fæktərɪlɪ
satisfactory: ,sætɪs'fæktəri
satisfy: ˈsætɪsfaɪ
saturate: 'sætʃəreɪt
saturation: 'sætʃə'reʃən
saturday: ˈsætədɪ
saturn: 'sætɝn
sauce: sɔːs
saucer: 'sɔsɚ
saucy: 'sɔsi
saunter: 'sɔntɚ
sausage: 'sɒsɪdʒ
savage: 'sævɪdʒ
savannah: sə'vænə
save: seɪv
saving: 'sevɪŋ
savor: 'sevɚ
savour: 'seɪvə(r)
saw: sɔ
sawyer: sɔjɚ
say: seɪ
saying: 'seɪŋ
scaffolding: 'skæfəldɪŋ
scale: skeɪl
scalpel: 'skælp(ə)l
scam: skæm
scamper: 'skæmpə(r)
scan: skæn
scandal: 'skænd(ə)l
scandinavia: ,skændi'neiviə; -vjə
scandinavian: ,skændi'neiviən; -vjən
scanner: 'skænɚ
scant: skænt
scanty: 'skænti
scapegoat: 'skeɪpgəʊt
scar: skɑː
scarce: skeəs
scarcely: 'skeəslɪ
scarcity: 'skɛrsəti
scare: skeə(r)
scared: skɛrd
scarf: skɑrf
scarlet: 'skɑrlɪt
scary: 'skɛri
scat: skæt
scathe: skeið
scatter: 'skætə
scattered: 'skætɚd
scavenge: 'skævɪndʒ
scavenger: 'skævɪndʒɚ
scenario: sə'nærɪo
scene: sin
scenery: ˈsiːnərɪ
scenic: ˈsinɪk
scent: sent
sceptical: 'skeptɪk(ə)l
schedule: ˈʃɛdjuːl
schematic: ski'mætɪk
scheme: skiːm
schist: ʃɪst
scholar: 'skɒlə(r)
scholarly: 'skɑlɚli
scholarship: 'skɒləʃɪp
scholastic: skə'læstɪk
school: skuːl
schoolbag: 'sku:lbæg
schoolmate: ˈskuːlmeɪt
schoolroom: 'skulrum
schoolwork: 'skʊl,wɝk
science: ˈsaɪəns
scientific: saɪənˈtɪfɪk
scientifically: saɪən'tɪfɪkli
scientist: ˈsaɪəntɪst
scintillate: 'sɪntl,et
scissors: ˈsɪzəz
scoff: skɔf
scold: skəʊld
scoop: skuːp
scope: skəup
scorch: skɔːtʃ
scorching: 'skɔːtʃɪŋ
score: skɔː(r)
scores: skɔrz
scorn: skɔːn
scornful: 'skɔ:nful
scotland: 'skɔtlənd
scottish: 'skɔtiʃ
scour: 'skauə(r)
scourge: skɝdʒ
scout: skaʊt
scowl: skaʊl
scraggly: 'skræɡli
scramble: 'skræmbl
scrap: skræp
scrape: skreɪp
scraping: 'skrepɪŋ
scratch: skrætʃ
scream: skriːm
screen: skriːn
screening: 'skrinɪŋ
screw: skruː
scribble: 'skrɪbl
scribe: skraɪb
script: skrɪpt
scripture: 'skrɪptʃɚ
scroll: skrəʊl
scrub: skrʌb
scrubbiness: ˈskrʌbinəs
scruffy: 'skrʌfi
scruple: 'skrupl
scrupulous: 'skruːpjələs
scrutinize: 'skrutənaɪz
scrutiny: 'skruːtɪnɪ
scuba: 'skjʊbə
scuffle: 'skʌfl
sculpt: skʌlpt
sculptor: 'skʌlptɚ
sculptural: 'skʌlptʃərəl
sculpture: 'skʌlptʃə
scum: skʌm
scurrilous: ˈskɜrələs
scurry: 'skɝi
scuttle: 'skʌtl
sea: siː
seabed: 'sibɛd
seabird: 'sibɝd
seaboard: 'sibɔrd
seacoast: 'si,kost
seafarer: 'sifɛrɚ
seafloor: 'si,flor
seafood: 'sifud
seagoing: 'sɪ'goɪŋ
seagull: ˈsiːɡʌl
seal: sil
sealant: 'silənt
seam: siːm
seaman: 'simən
seaport: 'sipɔrt
sear: sɪr
search: sɜːtʃ
seashell: 'si'ʃɛl
seashore: 'siʃɔr
seasick: 'sisɪk
seaside: 'sisaɪd
season: ˈsiːz(ə)n
seasonal: 'siːzənl
seasoning: 'sizənɪŋ
seat: siːt
seattle: si'ætl
seawater: sˈiwˌɑtɚ
seaway: 'siwe
seaweed: 'si'wid
sebaceous: sɪ'beʃəs
secant: 'sikænt
secede: sɪ'sid
seclude: sɪ'kluːd
seclusion: sɪ'klʊʒən
second: ˈsekənd
secondary: 'sek(ə)nd(ə)rɪ
secondhand: 'sekənd'hænd
secrecy: 'sikrəsi
secret: ˈsiːkrɪt
secretary: ˈsekrətərɪ
secrete: sɪ'krit
secretin: sɪ'kriːtɪn
secretion: sɪ'kriːʃ(ə)n
secretive: 'sɪkrətɪv
sect: sɛkt
section: 'sekʃ(ə)n
sectional: 'sekʃ(ə)n(ə)l
sector: 'sektə
secular: 'sekjʊlə
secure: sɪ'kjuə(r)
securely: sɪ'kjʊrli
security: sɪ'kjuərəti
sedate: si'deit
sedative: 'sɛdətɪv
sedentary: 's3dntrɪ
sedge: sɛdʒ
sediment: 'sedɪm(ə)nt
sedimentary: ,sɛdɪ'mɛntri
sedimentation: ,sɛdɪmɛn'teʃən
sedition: sɪ'dɪʃən
seditious: sɪ'dɪʃəs
seduce: sɪ'djuːs
sedulous: 'sɛdʒələs
see: si
seed: sid
seedling: 'sidlɪŋ
seedy: 'sidi
seek: siːk
seeker: 'sikɚ
seem: siːm
seemingly: 'siːmɪŋlɪ
seep: siːp
seepage: 'sipɪdʒ
seethe: sið
segment: 'segm(ə)nt
segregate: 'segrɪgeɪt
segregation: 'sɛgrɪ'geʃən
seismic: 'saɪzmɪk
seismograph: 'saɪzməɡræf
seismology: saɪz'mɑlədʒi
seize: siz
seldom: ˈseldəm
select: sɪ'lekt
selection: sɪ'lɛkʃən
selective: sɪ'lɛktɪv
selenium: sə'linɪəm
self: sɛlf
self-esteem: ˌselfɪ'stiːm
selfish: 'sɛlfɪʃ
selfless: sɛlflɪs
sell: sɛl
seller: 'sɛlɚ
semantic: sɪ'mæntɪk
semblance: 'sembləns
semester: sɪ'mestə(r)
semiannual: ˌsemɪ'ænjʊrl
semiarid: ,sɛmɪ'ærɪd
semicircle: 'sɛmɪsɝkl
semicircular: sˌɛmisˈɝkjəlɚ
semiconductor: ,sɛmɪkən'dʌktɚ
semiconscious: ,semi'kɔnʃəs, ,semai-
semimolten: ˌsemi'moultən
seminar: 'semɪnɑː(r)
seminary: 'sɛmə'nɛri
semiotics: ˌsemi'ɑːtɪks
semiskilled: ,sɛmaɪ'skɪld
semitic: si'mitik; se-
senate: 'sɛnət
senator: 'sɛnətɚ
send: sɛnd
sender: 'sɛndɚ
senile: 'sinaɪl
senior: 'siːnɪə(r)
sensation: sen'seɪʃn
sensational: sen'seɪʃənl
sensationalism: sɛn'seʃənəlɪzəm
sense: sɛns
senseless: 'sɛnsləs
sensibility: ,sɛnsə'bɪləti
sensible: 'sensɪb(ə)l
sensitive: 'sensɪtɪv
sensitively: 'sensətɪvlɪ
sensitivity: 'sɛnsə'tɪvəti
sensor: 'sɛnsɚ
sensory: 'sensəri
sensual: 'sɛnʃuəl
sensuous: 'sɛnʃʊəs
sentence: ˈsent(ə)ns
sentient: 'senʃnt;'sentɪənt
sentiment: 'sentɪm(ə)nt
sentimental: 'sɛntə'mɛntl
sentimentalism: ,sɛntə'mɛntl,ɪzəm
sentimentalized: ,sɛntɪ'mɛntəlaɪz
sepal: 'sɛpl
separable: 'sɛpərəbl
separate: ˈsepərət
separately: 'sɛprətli
separation: ,sɛpə'reʃən
september: səpˈtembə(r)
septic: 'septɪk
sequacious: sɪ'kweʃəs
sequence: 'siːkw(ə)ns
sequent: 'sikwənt
sequential: sɪ'kwɛnʃl
sequester: sɪ'kwɛstɚ
sequoia: sɪ'kwɔɪə
serendipity: ,sɛrən'dɪpəti
serene: sə'rin
serenity: si'renəti
sergeant: 'sɑrdʒənt
serial: 'sɪəriəl
series: 'sɪəriːz; -rɪz
serigraphy: sə'riɡrəfi
serious: ˈsɪərɪəs
seriousness: 'sɪrɪəsnəs
sermon: 'sɝmən
sermonize: 'sɝmənaɪz
serpent: 'sɝpənt
serpentine: 'sɝpəntin
serrate: sə'ret
serum: 'sɪrəm
servant: ˈsɜːvənt
serve: sɜːv
server: 'sɝvɚ
service: 'sɜːvɪs
serviceable: 'sɝvɪsəbl
servile: sɝ​vl
session: 'seʃ(ə)n
set: set
setback: 'sɛtbæk
setting: 'setɪŋ
settle: 'set(ə)l
settlement: 'sɛtlmənt
settler: 'sɛtlɚ
setup: 'sɛt,ʌp
seven: ˈsev(ə)n
seventeen: sevənˈtiːn
seventeenth: ,sɛvn'tinθ
seventh: ˈsevənθ
seventy: ˈsevəntɪ
several: ˈsevr(ə)l
severe: sɪˈvɪə(r)
severely: sə'vɪrli
severity: sə'vɛrəti
sew: so
sewage: 'sʊɪdʒ
sewer: 'suːə; 'sjuːə
sewerage: 'suərɪdʒ
sex: sɛks
sexism: 'sɛk'sɪzəm
sexual: sɛkʃʊəl
sexually: 'sɛkʃʊəli
shabby: 'ʃæbɪ
shade: ʃeɪd
shadow: 'ʃædo
shadowy: 'ʃædoi
shady: 'ʃedi
shaft: ʃɑːft
shake: ʃek
shakespeare: 'ʃekspɪr
shale: ʃel
shall: ʃəl
shallow: 'ʃæləʊ
sham: ʃæm
shaman: 'ʃæmən
shamble: 'ʃæmb(ə)l
shame: ʃem
shameful: 'ʃemfl
shampoo: ʃæm'pu
shanghai: ,ʃæŋ'haɪ
shanty: 'ʃæntɪ
shape: ʃeɪp
shapeless: 'ʃepləs
shaper: 'ʃeipə
share: ʃeə(r)
shareholder: 'ʃeəhəuldə(r)
shark: ʃɑːk
sharp: ʃɑːp
sharpen: ˈʃɑːpən
sharpener: ˈʃɑːpənə(r)
sharper: 'ʃɑrpɚ
sharply: 'ʃɑrpli
shatter: 'ʃætə
shave: ʃeɪv
shaver: 'ʃevɚ
she: ʃiː
shear: ʃɪə
sheath: ʃiθ
shed: ʃed
sheep: ʃiːp
sheepskin: 'ʃipskɪn
sheer: ʃɪə
sheet: ʃiːt
shelf: ʃelf
shell: ʃel
shellfish: 'ʃɛl'fɪʃ
shelter: 'ʃeltə
shelve: ʃɛlv
shepherd: 'ʃepəd
sheriff: 'ʃɛrɪf
shield: ʃiːld
shift: ʃɪft
shiftless: 'ʃɪftləs
shilling: 'ʃɪlɪŋ
shimmer: 'ʃɪmə
shin: ʃɪn
shine: ʃaɪn
shiny: 'ʃaɪni
ship: ʃɪp
shipbuilding: 'ʃɪp,bɪldɪŋ
shipment: 'ʃɪpmənt
shipwreck: 'ʃɪprɛk
shipwright: 'ʃɪp,raɪt
shirk: ʃə:k
shirt: ʃɜːt
shiver: 'ʃɪvə
shoal: ʃəʊl
shock: ʃɒk
shoe: ʃuː
shoemaker: 'ʃʊ'mekɚ
shoemaking: 'ʃu:,meikiŋ
shoeshine: 'ʃuːʃaɪn
shoot: ʃuːt
shooting: 'ʃutɪŋ
shop: ʃɔp
shopkeeper: 'ʃɑp'kipɚ
shopper: 'ʃɑpɚ
shopping: ˈʃɔpɪŋ
shore: ʃɔː(r)
shorebird: ʃˈɔrbˌɝd
shoreline: 'ʃɔrlaɪn
short: ʃɔːt
short-term: 'ʃɔːttɜːm
shortage: 'ʃɔːtɪdʒ
shortcoming: 'ʃɔrtkʌmɪŋ
shortcut: 'ʃɔrt,kʌt
shorten: 'ʃɔrtn
shorthand: 'ʃɔːthænd
shortly: 'ʃɔrtli
shortness: ʃˈɔrtnəs
shorts: ʃɔrts
shortwave: 'ʃɔrt,wev
shoshone: ʃəu'ʃəuni
shot: ʃɔt
should: ʃud
shoulder: 'ʃoldɚ
shout: ˈʃaut
shove: ʃʌv
shovel: 'ʃʌv(ə)l
show: ʃəʊ
shower: ˈʃaʊə(r)
showman: 'ʃomən
showmanship: 'ʃomənʃɪp
shrank: ʃræŋk
shred: ʃred
shrewd: ʃruːd
shriek: ʃrik
shrill: ʃrɪl
shrimp: ʃrɪmp
shrine: ʃraɪn
shrink: ʃrɪŋk
shrinkage: 'ʃrɪŋkɪdʒ
shrivel: 'ʃrɪvl
shroud: ʃraʊd
shrub: ʃrʌb
shrubbery: 'ʃrʌbəri
shrubby: 'ʃrʌbi
shrug: ʃrʌg
shudder: 'ʃʌdɚ
shuffle: 'ʃʌfl
shun: ʃʌn
shut: ʃʌt
shutter: 'ʃʌtə
shuttle: 'ʃʌt(ə)l
shy: ʃaɪ
shyness: 'ʃainis
sibling: 'sɪblɪŋ
sick: sɪk
sicken: 'sɪk(ə)n
sickness: 'sɪknəs
side: said
sidebar: 'saɪdbɑːr
sideline: 'saɪdlaɪn
sidewalk: 'saɪdwɔk
sideway: 'saidwei
sideways: 'saɪdwez
siege: siːdʒ
sierra: sɪ'ɛrə
siesta: si'estə
sieve: sɪv
sift: sɪft
sigh: saɪ
sight: saɪt
sightseeing: 'saɪtsiːɪŋ
sign: sain
signal: 'sɪgn(ə)l
signaler: 'siɡnələ
signature: 'sɪgnətʃə
signer: 'saɪnɚ
significance: sɪg'nɪfɪkəns
significant: sɪg'nɪfɪk(ə)nt
signify: 'sɪgnɪfaɪ
signpost: 'saɪnpəust
silence: ˈsailəns
silent: ˈsailənt
silhouette: ,sɪlu'ɛt
silica: 'sɪlɪkə
silicate: 'sɪlɪket
siliceous: sɪ'lɪʃəs
silicon: 'sɪlɪkən
silk: silk
sill: sɪl
silly: ˈsili
silt: sɪlt
silurian: sai'ljuəriən; si-
silver: 'sɪlvə(r)
silversmith: 'sɪlvɚsmɪθ
silvery: 'sɪlvəri
similar: 'sɪmɪlə
similarity: ,sɪmə'lærəti
similarly: 'sɪmələlɪ
simile: 'sɪməli
simmer: 'sɪmɚ
simple: ˈsimp(ə)l
simplicity: sɪm'plɪsəti
simplification: ,sɪmplɪfɪ'keʃən
simplify: 'sɪmplɪfaɪ
simplistic: sɪm'plɪstɪk
simply: 'sɪmpli
simulate: 'sɪmjʊleɪt
simulation: ˌsɪmju'leɪʃn
simultaneous: ,sɪm(ə)l'teɪnɪəs
simultaneously: saɪməl'tenɪəsli
sin: sɪn
since: sins
sincere: sɪn'sɪə
sincerely: sɪn'sɪrli
sincerity: sɪn'sɪərəti
sinecure: 'saɪnɪkjʊr
sinew: 'sɪnjuː
sing: sɪŋ
singe: sɪndʒ
singer: siŋə
single: ˈsiŋɡ(ə)l
singleton: 'sɪŋɡltən
singly: 'sɪŋɡli
singular: 'sɪŋgjʊlə
sinister: 'sɪnɪstə(r)
sink: sɪŋk
sinkhole: 'sɪŋkhəʊl
sinuous: 'sɪnjʊəs
sip: sɪp
sir: səː (r)
siren: 'saɪrən
sister: ˈsistə(r)
sit: sɪt
site: saɪt
situate: 'sɪtʃʊet
situated: 'sɪtjʊeɪtɪd
situation: sɪtjʊˈeɪʃ(ə)n
six: sɪks
sixteen: ˈsɪkstiːn
sixteenth: sɪksˈtiːnθ
sixth: sɪksθ
sixty: ˈsɪkstɪ
sizable: 'saɪzəbl
size: saiz
sizeable: 'saɪzəbl
skate: skeɪt
skateboard: ˈskeɪtbɔːd
skeletal: 'skɛlətl
skeletally: ˈskɛlətəli
skeleton: 'skelɪt(ə)n
skeptical: 'skɛptɪkl
skepticism: 'skɛptɪ,sɪzəm
sketch: sketʃ
skew: skjuː
ski: skiː
skill: skɪl
skilled: skɪld
skillful: 'skɪlfəl
skillfully: 'skɪlfəli
skim: skɪm
skin: skɪn
skip: skɪp
skirmish: 'skɝmɪʃ
skirt: skɜːt
skittish: 'skɪtɪʃ
skull: skʌl
sky: skaɪ
skylight: 'skaɪ'laɪt
skyrocket: 'skaɪ'rɑkɪt
skyscraper: 'skaɪskreɪpə(r)
slab: slæb
slack: slæk
slacken: 'slækən
slag: slæg
slam: slæm
slander: 'slɑːndə
slang: slæŋ
slap: slæp
slapdash: 'slæpdæʃ
slapstick: 'slæpstɪk
slash: slæʃ
slat: slæt
slate: sleɪt
slaughter: 'slɔːtə
slave: sleɪv
slavery: 'slevəri
slavish: 'slevɪʃ
slay: sle
sled: slɛd
sledding: 'slɛdɪŋ
sledge: sledʒ
sleek: sliːk
sleep: slip
sleeper: 'slipɚ
sleepiness: 'slipɪnɪs
sleepy: 'slipi
sleeve: sliv
sleigh: sle
sleight: slaɪt
slender: 'slendə
slice: slaɪs
slick: slɪk
slide: slaɪd
slider: 'slaɪdɚ
slight: slaɪt
slightly: 'slaɪtli
slim: slɪm
slime: slaɪm
slimy: 'slaɪmi
slip: slɪp
slipper: 'slɪpɚ
slippery: 'slɪp(ə)rɪ
slit: slɪt
slog: slɑɡ
slogan: 'sləʊg(ə)n
slop: slɑp
slope: sləʊp
slot: slɒt
sloth: sloθ
slothful: 'sləuθfl
slouch: slautʃ
slough: slʌf; slaʊ; slu
slovenly: 'slʌvnli
slow: sləʊ
slowly: 'sloli
slowness: 'slonɪs
sludge: slʌdʒ
sluggish: 'slʌgɪʃ
sluggishly: slˈʌɡɪʃli
slum: slʌm
slumber: 'slʌmbə(r)
slump: slʌmp
slurry: 'slʌri
slush: slʌʃ
sluttish: 'slʌtɪʃ
sly: slaɪ
small: smɔːl
smart: smɑːt
smash: smæʃ
smear: smɪə(r)
smell: smel
smelly: 'smɛli
smelt: smɛlt
smelter: 'smɛltɚ
smelting: 'smeltɪŋ
smile: smaɪl
smirk: smɝk
smite: smaɪt
smog: smɑːɡ
smoke: sməʊk
smoker: 'smokɚ
smoking: ˈsməʊkɪŋ
smoky: 'smoki
smooth: smuːð
smoothly: 'smʊðli
smoothness: 'smʊðnɪs
smother: 'smʌðə
smuggle: 'smʌg(ə)l
snack: snæk
snail: snel
snake: sneɪk
snap: snæp
snatch: snætʃ
sneak: snik
sneaker: 'snikɚ
sneaky: 'sniki
sneer: snɪr
sneeze: sniz
snide: snaɪd
sniff: snɪf
snipe: snaɪp
snippet: 'snippit
snob: snɑb
snobbish: 'snɒbɪʃ
snore: snɔr
snout: snaʊt
snow: snəʊ
snowball: 'snobɔl
snowdrift: 'snodrɪft
snowfall: 'snofɔl
snowflake: 'snoflek
snowman: 'snomæn
snowstorm: 'snostɔrm
snowy: 'snoɪ
snugly: snˈʌɡli
so: səʊ
so-called: ,so'kɔld
soak: səʊk
soap: səʊp
soar: sɔː
sob: sɑb
sober: 'səʊbə
sobriquet: 'sobrɪkɛi
soccer: 'sɑkɚ
sociability: ,soʃə'bɪləti
sociable: 'səʊʃəb(ə)l
sociably: 'səuʃəbli
social: 'soʃl
socialise: 'səuʃəlaɪz
socialism: 'soʃəlɪzəm
socialist: 'soʃəlɪst
socialization: ,soʃələ'zeʃən
socialize: 'soʃəlaɪz
socially: 'soʃəli
society: səˈsaɪətɪ
sociobiology: ,səusiəubai'ɔlədʒi, -ʃi-
sociologist: ,sosɪ'ɑlədʒɪst
sociology: səʊsɪ'ɒlədʒɪ; səʊʃɪ-
sock: sɔk
socket: 'sɑkɪt
socks: sɑks
sod: sɑd
soda: 'sodə
sodium: 'sodɪəm
sofa: səʊfə
soft: sɔft; (US) sɔːft
softball: 'sɔftbɔl
soften: 'sɔfn
softness: 'sɔftnɪs
software: 'sɔftwɛr
softwood: 'sɔftwʊd
soil: sɔɪl
soilless: 'sɔillis
solace: 'sɔləs, -lis
solar: 'səʊlə
solar-powered: 'səuləˌpauəd
solder: 'sɑdɚ
soldier: ˈsəʊldʒə(r)
sole: səʊl
solecism: 'sɑlɪsɪzəm
solely: 'solli
solemn: 'sɒləm
solicit: sə'lɪsɪt
solicitor: sə'lɪsɪtə(r)
solicitous: sə'lɪsɪtəs
solicitude: sə'lɪsɪtud
solid: 'sɑlɪd
solidarity: ,sɒlɪ'dærɪtɪ
solidification: səˌlidifi'keiʃən
solidify: sə'lɪdɪfaɪ
solidly: 'sɑlɪdli
soliloquy: sə'lɪləkwi
solitary: 'sɒlɪt(ə)rɪ
solitude: 'sɑlətud
solo: 'səʊləʊ
soloist: 'soloɪst
soluble: 'sɒljʊb(ə)l
solute: sɑ'ljʊt
solution: sə'luːʃ(ə)n
solve: sɒlv
solvent: 'sɒlv(ə)nt
somber: ˈsɑːmbər
some: sʌm
somebody: ˈsʌmbɔdɪ
someday: 'sʌm,de
somehow: 'sʌmhaʊ
someone: ˈsʌmwʌn
somerset: sˈʌmɚsˌɛt
something: ˈsʌmθɪŋ
sometime: 'sʌmtaɪm
sometimes: ˈsʌmtaɪmz
somewhat: 'sʌmwɒt
somewhere: ˈsʌmweə
somnolent: 'sɑmnələnt
son: sʌn
sonar: 'sonɑr
song: sɔŋ
songbird: 'sɔŋbɝd
songwriter: 'sɔŋraɪtɚ
sonic: 'sɑnɪk
sonorous: 'sɑnərəs
soon: suːn
soothe: sʊð
sophism: 'sɑfɪzəm
sophistical: sə'fistikl
sophisticate: sə'fɪstɪkeɪt
sophisticated: sə'fɪstɪkeɪtɪd
sophistication: sə,fɪstɪ'keʃən
sophomore: 'sɑfəmɔr
soporific: ,sɑpə'rɪfɪk
soprano: sə'prɑno
sordid: 'sɔ:did
sore: sɔː
sorghum: 'sɔrgəm
sorrow: 'sɒrəu
sorrowful: 'sɑrofl
sorry: ˈsɔrɪ
sort: sɔːt
soul: sol
sound: saʊnd
soundly: 'saʊndli
soup: suːp
sour: ˈsauə(r)
source: sɔːs
south: ˈsauθ
southeast: ‚sauθ'iːst
southeastern: ,saʊθ'istɚn
southerly: 'sʌðɚli
southern: 'sʌð(ə)n
southerner: 'sʌðɚnɚ
southernmost: 'sʌðɚnmost
southward: 'sʌðəd
southwards: 'saʊθwɚdz
southwest: sauθ'west
southwestern: ,sauθ'westən
souvenir: ,suːvə'nɪə
souvenirs: 'sʊvə,nɪrz
sovereign: 'sɒvrɪn
sovereignty: 'sɑvrənti
soviet: 'sovɪ'ɛt
sow: səʊ
soy: sɔɪ
soybean: 'sɔɪ,bin
space: speɪs
spacecraft: 'speɪskrɑːft
spaceship: ˈspeɪsʃɪp
spacious: 'speɪʃəs
spade: speɪd
spaghetti: spə'ɡɛti
spain: spen
span: spæn
spanish: ˈspænɪʃ
spank: spæŋk
spar: spɑr
spare: speə
sparingly: 'spɛəriŋli
spark: spɑːk
sparkle: 'spɑːk(ə)l
sparrow: 'spæro
sparse: spɑːs
sparsely: 'spɑrsli
spartan: 'spɑːrtn
spasm: 'spæzəm
spasmodic: spæz'mɒdɪk
spate: spet
